,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.555,0.004,0.231,0.0,0.0,0.025,0.0,0.0,0.185
1930-1939,0.0,0.43,0.0,0.28,0.0,0.0,0.065,0.0,0.0,0.226
1940-1949,0.0,0.589,0.0,0.215,0.0,0.003,0.034,0.0,0.003,0.156
1950-1959,0.0,0.453,0.003,0.305,0.0,0.0,0.049,0.001,0.0,0.19
1960-1969,0.0,0.419,0.002,0.295,0.0,0.003,0.064,0.0,0.0,0.218
1970-1979,0.003,0.403,0.0,0.256,0.0,0.0,0.084,0.0,0.0,0.254
1980-1989,0.0,0.361,0.0,0.304,0.0,0.0,0.067,0.0,0.0,0.268
1990-1999,0.0,0.279,0.01,0.337,0.01,0.0,0.125,0.0,0.0,0.24
2000-2009,0.0,0.283,0.019,0.302,0.0,0.0,0.17,0.0,0.0,0.226
2010-2019,0.0,0.417,0.0,0.5,0.0,0.0,0.083,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.667
Total,0.0,0.381,0.003,0.305,0.001,0.001,0.07,0.0,0.0,0.239
