,0,1,2,3,4,5,6,7,8,9
1920-1929,0.001,0.49,0.001,0.252,0.0,0.0,0.03,0.0,0.0,0.225
1930-1939,0.0,0.462,0.004,0.268,0.0,0.0,0.037,0.001,0.0,0.227
1940-1949,0.001,0.521,0.001,0.243,0.0,0.001,0.039,0.0,0.001,0.192
1950-1959,0.0,0.422,0.002,0.323,0.0,0.0,0.05,0.001,0.0,0.202
1960-1969,0.0,0.399,0.0,0.298,0.0,0.002,0.073,0.0,0.0,0.227
1970-1979,0.001,0.431,0.001,0.261,0.001,0.0,0.076,0.0,0.0,0.229
1980-1989,0.0,0.406,0.0,0.288,0.0,0.0,0.088,0.0,0.0,0.218
1990-1999,0.0,0.321,0.002,0.295,0.0,0.0,0.106,0.002,0.002,0.271
2000-2009,0.004,0.361,0.0,0.316,0.0,0.0,0.112,0.004,0.0,0.204
2010-2019,0.0,0.37,0.0,0.307,0.0,0.0,0.102,0.0,0.0,0.22
2020-2029,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.667
Total,0.001,0.38,0.001,0.29,0.0,0.0,0.065,0.001,0.0,0.262
