,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.018,0.015,0.022,0.018,0.018,0.033,0.015,0.02,0.012,0.02,0.013,0.019,0.016,0.024,0.016,0.024,0.023,0.069,0.015,0.018,0.035,0.013,0.019,0.016,0.016,0.013,0.025,0.012,0.01,0.027,0.019,0.024,0.009,0.012,0.019,0.018,0.009,0.013,0.022,0.059,0.017,0.019,0.013,0.014,0.015,0.029,0.018,0.013,0.026,0.018
1930-1939,0.017,0.015,0.022,0.019,0.017,0.034,0.015,0.019,0.013,0.022,0.013,0.02,0.017,0.022,0.015,0.023,0.035,0.053,0.015,0.019,0.044,0.015,0.02,0.017,0.016,0.014,0.024,0.013,0.01,0.024,0.02,0.023,0.011,0.015,0.021,0.018,0.01,0.013,0.022,0.05,0.015,0.019,0.013,0.015,0.014,0.029,0.017,0.013,0.023,0.018
1940-1949,0.018,0.016,0.023,0.02,0.018,0.032,0.016,0.02,0.013,0.02,0.013,0.019,0.017,0.021,0.017,0.024,0.033,0.05,0.018,0.018,0.042,0.017,0.019,0.018,0.016,0.014,0.024,0.014,0.01,0.022,0.02,0.022,0.011,0.016,0.02,0.02,0.01,0.013,0.022,0.043,0.016,0.019,0.014,0.015,0.015,0.029,0.018,0.014,0.022,0.02
1950-1959,0.019,0.016,0.025,0.019,0.017,0.031,0.017,0.022,0.015,0.022,0.015,0.02,0.017,0.024,0.016,0.024,0.026,0.036,0.016,0.021,0.037,0.015,0.021,0.016,0.017,0.016,0.026,0.014,0.013,0.02,0.02,0.021,0.012,0.021,0.021,0.02,0.01,0.014,0.024,0.035,0.017,0.02,0.015,0.016,0.015,0.026,0.019,0.014,0.022,0.024
1960-1969,0.021,0.017,0.024,0.022,0.018,0.03,0.018,0.02,0.017,0.02,0.016,0.02,0.019,0.024,0.018,0.021,0.021,0.025,0.016,0.021,0.026,0.02,0.021,0.019,0.018,0.017,0.024,0.017,0.018,0.02,0.019,0.019,0.016,0.022,0.021,0.024,0.012,0.017,0.025,0.023,0.018,0.02,0.017,0.017,0.017,0.022,0.019,0.019,0.02,0.022
1970-1979,0.023,0.019,0.021,0.023,0.021,0.024,0.018,0.021,0.02,0.019,0.019,0.02,0.019,0.022,0.019,0.02,0.019,0.017,0.019,0.021,0.018,0.02,0.021,0.02,0.02,0.019,0.021,0.02,0.022,0.019,0.019,0.018,0.02,0.022,0.023,0.024,0.015,0.022,0.021,0.017,0.021,0.02,0.019,0.019,0.02,0.018,0.019,0.022,0.019,0.023
1980-1989,0.024,0.021,0.018,0.02,0.021,0.018,0.02,0.02,0.023,0.019,0.023,0.019,0.021,0.018,0.02,0.02,0.018,0.014,0.022,0.021,0.015,0.02,0.019,0.021,0.021,0.022,0.019,0.022,0.025,0.018,0.019,0.018,0.021,0.021,0.021,0.02,0.017,0.024,0.018,0.014,0.02,0.019,0.021,0.022,0.02,0.017,0.02,0.023,0.019,0.024
1990-1999,0.022,0.021,0.016,0.018,0.022,0.02,0.02,0.018,0.028,0.02,0.024,0.019,0.02,0.018,0.023,0.023,0.014,0.01,0.022,0.022,0.012,0.021,0.021,0.019,0.02,0.025,0.016,0.021,0.027,0.016,0.019,0.017,0.026,0.021,0.019,0.017,0.02,0.025,0.015,0.012,0.021,0.02,0.023,0.024,0.02,0.015,0.019,0.021,0.018,0.025
2000-2009,0.015,0.022,0.014,0.017,0.022,0.016,0.023,0.016,0.031,0.023,0.024,0.017,0.02,0.016,0.022,0.02,0.013,0.009,0.019,0.021,0.01,0.019,0.02,0.021,0.021,0.025,0.013,0.024,0.029,0.016,0.019,0.019,0.027,0.023,0.015,0.017,0.036,0.023,0.014,0.009,0.022,0.021,0.025,0.027,0.023,0.016,0.02,0.023,0.019,0.024
2010-2019,0.014,0.024,0.015,0.018,0.019,0.012,0.025,0.017,0.029,0.022,0.023,0.018,0.022,0.014,0.023,0.017,0.013,0.009,0.022,0.022,0.011,0.02,0.02,0.022,0.021,0.027,0.013,0.027,0.03,0.015,0.02,0.018,0.024,0.021,0.014,0.017,0.041,0.023,0.013,0.008,0.023,0.021,0.026,0.025,0.023,0.014,0.02,0.024,0.02,0.023
2020-2029,0.019,0.027,0.018,0.015,0.017,0.012,0.021,0.019,0.021,0.019,0.017,0.018,0.023,0.014,0.028,0.012,0.013,0.008,0.024,0.021,0.013,0.028,0.017,0.019,0.017,0.031,0.015,0.027,0.028,0.014,0.023,0.022,0.021,0.024,0.012,0.023,0.054,0.024,0.014,0.008,0.03,0.014,0.023,0.031,0.027,0.009,0.017,0.021,0.014,0.016
Total,0.019,0.019,0.02,0.019,0.019,0.024,0.019,0.019,0.02,0.02,0.018,0.019,0.019,0.02,0.02,0.021,0.021,0.027,0.019,0.02,0.024,0.019,0.02,0.019,0.019,0.02,0.02,0.019,0.02,0.019,0.02,0.02,0.018,0.02,0.019,0.02,0.021,0.019,0.019,0.025,0.02,0.019,0.019,0.02,0.019,0.02,0.019,0.019,0.02,0.022
