,0,1,2,3,4,5,6,7,8,9
1920-1929,0.156,0.75,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.219,0.068,0.0,0.178,0.068,0.178,0.041,0.151,0.082,0.014
1960-1969,0.102,0.139,0.047,0.106,0.051,0.244,0.097,0.088,0.06,0.066
1970-1979,0.126,0.128,0.046,0.095,0.049,0.118,0.121,0.107,0.086,0.125
1980-1989,0.1,0.113,0.06,0.109,0.072,0.089,0.103,0.119,0.102,0.134
1990-1999,0.109,0.091,0.111,0.108,0.105,0.077,0.098,0.086,0.122,0.093
2000-2009,0.102,0.054,0.184,0.079,0.096,0.055,0.104,0.085,0.176,0.065
2010-2019,0.094,0.053,0.219,0.067,0.18,0.036,0.061,0.081,0.123,0.087
2020-2029,0.05,0.036,0.071,0.129,0.057,0.021,0.05,0.193,0.071,0.321
Total,0.118,0.159,0.082,0.097,0.075,0.091,0.075,0.111,0.091,0.101
