,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.444,0.0,0.0,0.001,0.0,0.0,0.005,0.179,0.182,0.125,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.05,0.0,0.004
1930-1939,0.41,0.0,0.0,0.0,0.0,0.0,0.006,0.196,0.173,0.15,0.0,0.0,0.0,0.001,0.0,0.005,0.002,0.052,0.001,0.004
1940-1949,0.464,0.0,0.0,0.0,0.0,0.0,0.005,0.174,0.153,0.152,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.041,0.0,0.004
1950-1959,0.377,0.0,0.0,0.0,0.0,0.0,0.015,0.163,0.205,0.19,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.039,0.001,0.005
1960-1969,0.342,0.0,0.0,0.0,0.0,0.001,0.015,0.196,0.187,0.211,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.038,0.0,0.007
1970-1979,0.362,0.001,0.0,0.001,0.0,0.001,0.019,0.197,0.178,0.187,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.039,0.002,0.01
1980-1989,0.358,0.0,0.0,0.0,0.0,0.0,0.022,0.155,0.198,0.202,0.001,0.0,0.003,0.0,0.0,0.001,0.001,0.044,0.0,0.015
1990-1999,0.288,0.0,0.0,0.0,0.0,0.002,0.019,0.206,0.213,0.211,0.002,0.0,0.0,0.007,0.0,0.002,0.0,0.046,0.0,0.002
2000-2009,0.316,0.0,0.0,0.0,0.004,0.004,0.041,0.175,0.182,0.227,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.037,0.0,0.011
2010-2019,0.37,0.0,0.0,0.0,0.0,0.016,0.016,0.142,0.15,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.008,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.394,0.0,0.0,0.0,0.0,0.001,0.012,0.183,0.182,0.173,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.044,0.001,0.006
